date,asset,score,alpha
2019-01-31,VNQ,1.334448320764838,0.04003344962294514
2019-02-28,SPY,0.25149848359549437,0.0075449545078648305
2019-02-28,QQQ,0.11180230453921514,0.003354069136176454
2019-02-28,IWM,-0.8833329031758516,-0.026499987095275547
2019-02-28,EFA,-1.8438530053451732,-0.05531559016035519
2019-02-28,EEM,-1.173078502481356,-0.03519235507444068
2019-02-28,TLT,1.2852810628559403,0.03855843188567821
2019-02-28,IEF,1.1799353598298072,0.035398060794894215
2019-02-28,SHY,0.8317844457313398,0.024953533371940194
2019-02-28,LQD,0.8433825601543458,0.025301476804630373
2019-02-28,HYG,0.9063277285519518,0.02718983185655855
2019-02-28,GLD,0.4312695724030834,0.0129380871720925
2019-02-28,DBC,-1.355051606858169,-0.04065154820574507
2019-02-28,VNQ,2.9140345001993717,0.08742103500598115
2019-03-29,SPY,1.4599942467593805,0.04379982740278141
2019-03-29,QQQ,1.7863519484355317,0.05359055845306595
2019-03-29,IWM,-0.10951411858118326,-0.003285423557435498
2019-03-29,EFA,-0.6138608566071022,-0.018415825698213064
2019-03-29,EEM,-1.2982659752779382,-0.03894797925833814
2019-03-29,TLT,0.2687438981051756,0.008062316943155269
2019-03-29,IEF,0.5715592797328941,0.017146778391986823
2019-03-29,SHY,0.3561417023595376,0.01068425107078613
2019-03-29,LQD,0.467175818381452,0.01401527455144356
2019-03-29,HYG,0.9260673038605278,0.027782019115815834
2019-03-29,GLD,-0.18512302177633688,-0.005553690653290106
2019-03-29,DBC,-1.5953864212327138,-0.047861592636981413
2019-03-29,VNQ,2.4661161958407747,0.07398348587522324
2019-04-30,SPY,1.076706930095432,0.032301207902862956
2019-04-30,QQQ,1.5689136571176812,0.047067409713530434
2019-04-30,IWM,0.052976281116302204,0.0015892884334890662
2019-04-30,EFA,-0.7275965876728985,-0.021827897630186954
2019-04-30,EEM,-0.9137018119227696,-0.027411054357683085
2019-04-30,TLT,1.2087889360376183,0.03626366808112855
2019-04-30,IEF,0.9866349967778307,0.02959904990333492
2019-04-30,SHY,0.3930705374527395,0.011792116123582184
2019-04-30,LQD,0.9147040997558977,0.027441122992676932
2019-04-30,HYG,0.8054250496074616,0.02416275148822385
2019-04-30,GLD,-0.33454804577744657,-0.010036441373323397
2019-04-30,DBC,-1.9973462672471423,-0.05992038801741426
2019-04-30,VNQ,2.465972224659293,0.07397916673977879
2019-05-31,SPY,0.3884523110153415,0.011653569330460245
2019-05-31,QQQ,1.8157681048424197,0.05447304314527259
2019-05-31,IWM,-1.4629547685908588,-0.04388864305772576
2019-05-31,EFA,-1.277581095640313,-0.038327432869209394
2019-05-31,EEM,-1.356392304443413,-0.040691769133302386
2019-05-31,TLT,0.7489754727028795,0.02246926418108638
2019-05-31,IEF,0.8510594442928558,0.025531783328785675
2019-05-31,SHY,0.401190647350398,0.01203571942051194
2019-05-31,LQD,1.028094140902751,0.03084282422708253
2019-05-31,HYG,1.0065345353884618,0.030196036061653855
2019-05-31,GLD,-0.33497051896814556,-0.010049115569044366
2019-05-31,DBC,-2.48970331903936,-0.0746910995711808
2019-05-31,VNQ,2.181527350186984,0.06544582050560951
2019-06-28,SPY,0.8973188407349899,0.026919565222049698
2019-06-28,QQQ,0.8490701511625921,0.025472104534877762
2019-06-28,IWM,-1.2166360798542242,-0.03649908239562672
2019-06-28,EFA,-0.30585396092299466,-0.00917561882768984
2019-06-28,EEM,-0.3345518005158372,-0.010036554015475116
2019-06-28,TLT,1.5510287531000806,0.04653086259300242
2019-06-28,IEF,1.3040098472852217,0.039120295418556654
2019-06-28,SHY,0.5796933993868738,0.017390801981606214
2019-06-28,LQD,1.4645051943608518,0.04393515583082555
2019-06-28,HYG,0.8869733743110575,0.026609201229331723
2019-06-28,GLD,0.5035994713024421,0.015107984139073263
2019-06-28,DBC,-2.476567881667015,-0.07429703645001046
